"","syntax","text","order","preposition","mainform","mainfunc","subform","subfunc","transitivity","vendler","context"
"522","complementive","narrative","after","y","implizit","S/A","implizit","S/A","transitive","achievement","S/Aimplicit=S/A(UP)implicit"
"523","complementive","narrative","after","y","implizit","S/A","implizit","S/A","intransitive","activity","S/Aimplicit=S/A(UP)implicit"
"524","complementive","narrative","after","y","implizit","S/A","implizit","S/A","intransitive","activity","S/Aimplicit=S/A(UP)implicit"
"525","complementive","narrative","after","y","implizit","S/A","implizit","S/A","intransitive","activity","S/Aimplicit=S/A(UP)implicit"
"526","complementive","narrative","after","y","implizit","S/A","implizit","S/A","intransitive","activity","S/Aimplicit=S/A(UP)implicit"
"527","complementive","narrative","after","y","implizit","S/A","implizit","S/A","transitive","activity","S/Aimplicit=S/A(UP)implicit"
"528","complementive","narrative","after","y","implizit","S/A","implizit","S/A","transitive","achievement","S/Aimplicit=S/A(UP)implicit"
"529","complementive","narrative","after","y","implizit","S/A","implizit","S/A","transitive","activity","S/Aimplicit=S/A(UP)implicit"
"530","complementive","narrative","after","y","implizit","S/A","implizit","S/A","intransitive","achievement","S/Aimplicit=S/A(UP)implicit"
"531","complementive","narrative","before","y","Verb","S/A","implizit","S/A","reflexive","activity","S/A=S/A(UP)implicit"
"532","complementive","narrative","before","y","Verb","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"533","complementive","narrative","before","y","Verb","S/A","implizit","S/A","transitive","state","S/A=S/A(UP)implicit"
"534","complementive","narrative","before","y","Verb","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"535","complementive","narrative","before","y","Verb","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"536","complementive","narrative","before","y","Verb","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"537","complementive","narrative","before","y","Verb","S/A","implizit","S/A","intransitive","activity","S/A=S/A(UP)implicit"
"538","complementive","narrative","before","y","Verb","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"539","complementive","narrative","before","y","Verb","S/A","implizit","S/A","intransitive","activity","S/A=S/A(UP)implicit"
"540","complementive","narrative","before","y","Verb","S/A","implizit","S/A","intransitive","activity","S/A=S/A(UP)implicit"
"541","complementive","narrative","before","y","Verb","S/A","implizit","S/A","intransitive","activity","S/A=S/A(UP)implicit"
"542","complementive","narrative","before","y","Verb","S/A","implizit","S/A","intransitive","activity","S/A=S/A(UP)implicit"
"543","complementive","narrative","before","y","Verb","S/A","implizit","S/A","intransitive","activity","S/A=S/A(UP)implicit"
"544","complementive","narrative","before","y","Verb","S/A","implizit","S/A","intransitive","activity","S/A=S/A(UP)implicit"
"545","complementive","narrative","before","y","Verb","S/A","implizit","S/A","intransitive","activity","S/A=S/A(UP)implicit"
"546","complementive","narrative","before","y","Verb","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"547","complementive","narrative","before","y","Verb","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"548","complementive","narrative","before","y","Verb","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"549","complementive","narrative","before","y","Verb","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"550","complementive","historic",NA,"y","NP","S/A","implizit","S/A","reflexive","achievement","S/A=S/A(UP)implicit"
"551","complementive","narrative","after","y",NA,NA,NA,NA,"reflexive","achievement",NA
"552","complementive","historic","after","heb",NA,NA,NA,NA,"transitive","accomplishment",NA
"553","complementive","narrative","after","ar",NA,NA,NA,NA,"transitive","activity",NA
"554","complementive","historic","after","y","PP","P","implizit","S/A","reflexive","achievement","P=S/A(UP)implicit"
"555","complementive","historic","after","y","NP","P","implizit","S/A","intransitive","activity","P=S/A(UP)implicit"
"556","complementive","historic","after","o","NP","S/A","implizit","S/A","reflexive","activity","S/A=S/A(UP)implicit"
"557","complementive","historic","after","y","Verb","S/A","implizit","S/A","reflexive","activity","S/A=S/A(UP)implicit"
"558","complementive","narrative","after","o","NP","S/A","implizit","S/A","reflexive","activity","S/A=S/A(UP)implicit"
"559","complementive","narrative","after","ar","Verb","S/A","implizit","S/A","reflexive","activity","S/A=S/A(UP)implicit"
"560","complementive","narrative","after","ar","NP","S/A","implizit","S/A","reflexive","activity","S/A=S/A(UP)implicit"
"561","complementive","narrative","after","y","NP","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"562","complementive","narrative","after","y","NP","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"563","complementive","narrative","after","y","Pro","S/A","implizit","S/A","intransitive","activity","S/A=S/A(UP)implicit"
"564","complementive","historic","after","yn",NA,"S/A","implizit","S/A","either","achievement","S/A=S/A(UP)implicit"
"565","complementive","historic","after","yn","Verb","S/A","implizit","S/A","either","achievement","S/A=S/A(UP)implicit"
"566","complementive","narrative","after","y","NP","S/A","implizit","S/A","transitive","accomplishment","S/A=S/A(UP)implicit"
"567","complementive","historic","after","o","Verb","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"568","complementive","historic","after","y","Verb","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"569","complementive","historic","after","y","Verb","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"570","complementive","narrative","after","y","NP","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"571","complementive","historic","after","y","implizit","S/A","implizit","S/A","reflexive","activity","S/Aimplicit=S/A(UP)implicit"
"572","complementive","narrative","after","am","implizit","S/A","implizit","S/A","transitive","achievement","S/Aimplicit=S/A(UP)implicit"
"573",NA,"historic","after","am","Verb","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"574",NA,"narrative",NA,"yn",NA,NA,NA,NA,NA,NA,NA
"575","complementive","historic",NA,"yn","NP","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"576","complementive","narrative",NA,"yn","NP","P","implizit","S/A","intransitive","achievement","P=S/A(UP)implicit"
"577","complementive","narrative",NA,"yn","NP","S/A","implizit","S/A","intransitive","achievement","S/A=S/A(UP)implicit"
"578",NA,"narrative","after","yn","NP","P","implizit","S/A","transitive","achievement","P=S/A(UP)implicit"
"579",NA,"narrative","after","yn","NP","P","implizit","S/A","intransitive","achievement","P=S/A(UP)implicit"
"580",NA,"narrative","after","yn","Verb","S/A","PP","G","either","achievement","P=S/A(UP)implicit"
"581","complementive","historic","after","gwedy","NP","S/A","PP","G","intransitive","achievement",NA
"582","complementive","narrative","after","yn","Posspro","P","implizit","S/A","transitive","activity","P=S/A(UP)implicit"
"583","complementive","narrative","after","yn","PP","P","implizit","S/A","reflexive","activity","P=S/A(UP)implicit"
"584","complementive","narrative","after","yn","Posspro","P","implizit","S/A","intransitive","accomplishment","P=S/A(UP)implicit"
"585","complementive","narrative","after","yn","NP","P","implizit","S/A","reflexive","activity","P=S/A(UP)implicit"
"586","complementive","narrative","after","yn","NP","P","implizit","S/A","reflexive","activity","P=S/A(UP)implicit"
"587","complementive","narrative","after","yn","NP","P","implizit","S/A","transitive","achievement","P=S/A(UP)implicit"
"588","complementive","narrative","after","yn","NP","P","implizit","S/A","transitive","activity","P=S/A(UP)implicit"
"589","complementive","historic","after","yn","NP","P","implizit","S/A","intransitive","state","P=S/A(UP)implicit"
"590","complementive","narrative","after","yn","NP","P","implizit","S/A","transitive","activity","P=S/A(UP)implicit"
"591","complementive","narrative","after","yn","NP","P","implizit","S/A","transitive","activity","P=S/A(UP)implicit"
"592","complementive","narrative","after","yn","NP","P","implizit","S/A","intransitive","accomplishment","P=S/A(UP)implicit"
"593","complementive","narrative","after","yn","NP","P","implizit","S/A","intransitive","activity","P=S/A(UP)implicit"
"594","complementive","narrative","after","yn","Posspro","P","implizit","S/A","intransitive","activity","P=S/A(UP)implicit"
"595","complementive","historic","after","yn","NP","P","implizit","S/A","transitive","achievement","P=S/A(UP)implicit"
"596","complementive","narrative","after","yn","NP","P","implizit","S/A","transitive","activity","P=S/A(UP)implicit"
"597","complementive","narrative","after","yn","Pro","P","implizit","S/A","either","achievement","P=S/A(UP)implicit"
"598","complementive","narrative","after","yn","NP","P","implizit","S/A","either","achievement","P=S/A(UP)implicit"
"599","complementive","narrative","after","yn","NP","P","implizit","S/A","transitive","activity","P=S/A(UP)implicit"
"600","complementive","narrative","after","yn","NP","P","implizit","S/A","transitive","activity","P=S/A(UP)implicit"
"601","complementive","narrative","after","yn","NP","P","implizit","S/A","transitive","activity","P=S/A(UP)implicit"
"602","complementive","narrative","after","yn","NP","P","implizit","S/A","transitive","activity","P=S/A(UP)implicit"
"603","complementive","narrative","after","heb","NP","P","implizit","S/A","transitive","activity","P=S/A(UP)implicit"
"604","complementive","narrative","after","yn","NP","P","implizit","S/A","intransitive","activity","P=S/A(UP)implicit"
"605","complementive","narrative","after","yn","NP","P","implizit","S/A","intransitive","activity","P=S/A(UP)implicit"
"606","complementive","narrative","after","yn","NP","P","implizit","S/A","intransitive","activity","P=S/A(UP)implicit"
"607","complementive","narrative","after","yn","NP","P","implizit","S/A","intransitive","activity","P=S/A(UP)implicit"
"608","complementive","narrative","after","yn","NP","P","implizit","S/A","intransitive","activity","P=S/A(UP)implicit"
"609","complementive","narrative","after","yn","NP","P","implizit","S/A","intransitive","activity","P=S/A(UP)implicit"
"610","complementive","narrative","after","yn","NP","P","implizit","S/A","intransitive","activity","P=S/A(UP)implicit"
"611","complementive","historic","after","yn","NP","P","implizit","S/A","intransitive","activity","P=S/A(UP)implicit"
"612","complementive","historic","after","yn","NP","P","implizit","S/A","transitive","state","P=S/A(UP)implicit"
"613","complementive","historic","after","yn","NP","P","implizit","S/A","transitive","achievement","P=S/A(UP)implicit"
"614","complementive","narrative","after","yn","NP","P","implizit","S/A","intransitive","achievement","P=S/A(UP)implicit"
"615","complementive","narrative","after","yn","NP","P","implizit","S/A","intransitive","achievement","P=S/A(UP)implicit"
"616","complementive","narrative","after","yn","NP","P","implizit","S/A","intransitive","achievement","P=S/A(UP)implicit"
"617","complementive","narrative","after","yn","NP","P","implizit","S/A","intransitive","achievement","P=S/A(UP)implicit"
"618","complementive","narrative","after","yn","NP","P","implizit","S/A","intransitive","achievement","P=S/A(UP)implicit"
"619","complementive","narrative","after","yn","NP","P","implizit","S/A","transitive","achievement","P=S/A(UP)implicit"
"620","complementive","narrative","after","yn","NP","P","implizit","S/A","intransitive","achievement","P=S/A(UP)implicit"
"621","complementive","narrative","after","yn","NP","P","implizit","S/A","intransitive","achievement","P=S/A(UP)implicit"
"622","complementive","narrative","after","yn","NP","P","implizit","S/A","intransitive","achievement","P=S/A(UP)implicit"
"623","complementive","narrative","after","yn","NP","P","implizit","S/A","intransitive","achievement","P=S/A(UP)implicit"
"624","complementive","historic","after","yn","NP","P","implizit","S/A","intransitive","achievement","P=S/A(UP)implicit"
"625","complementive","historic","after","yn","NP","P","implizit","S/A","intransitive","achievement","P=S/A(UP)implicit"
"626","complementive","narrative","after","yn","NP","P","implizit","S/A","intransitive","achievement","P=S/A(UP)implicit"
"627","complementive","narrative","after","yn","NP","P","implizit","S/A","transitive","accomplishment","P=S/A(UP)implicit"
"628","complementive","historic","after","yn","Pro","P","implizit","S/A","transitive","accomplishment","P=S/A(UP)implicit"
"629","complementive","narrative","after","yn","NP","P","implizit","S/A","either","achievement","P=S/A(UP)implicit"
"630","complementive","narrative","after","yn","NP","P","implizit","S/A","either","achievement","P=S/A(UP)implicit"
"631","complementive","narrative","after","yn","NP","P","implizit","S/A","either","achievement","P=S/A(UP)implicit"
"632","complementive","historic","after","yn","NP","P","implizit","S/A","either","achievement","P=S/A(UP)implicit"
"633","complementive","historic","after","yn","NP","P","implizit","S/A","either","activity","P=S/A(UP)implicit"
"634","complementive","narrative","after","yn","NP","P","implizit","S/A","transitive","accomplishment","P=S/A(UP)implicit"
"635","complementive","narrative","after","yn","NP","P","implizit","S/A","either","activity","P=S/A(UP)implicit"
"636","complementive","narrative","after","yn","NP","P","implizit","S/A","either","activity","P=S/A(UP)implicit"
"637","complementive","narrative","after","yn","NP","P","implizit","S/A","either","activity","P=S/A(UP)implicit"
"638","complementive","narrative","after","gwedy","NP","P","implizit","S/A","transitive","activity","P=S/A(UP)implicit"
"639","complementive","narrative","after","yn","NP","Poss","implizit","S/A","intransitive","achievement",NA
"640","complementive","narrative","after","yn","NP","S/A","implizit","S/A","reflexive","achievement","S/A=S/A(UP)implicit"
"641","complementive","historic","after","yn","NP","S/A","implizit","S/A","reflexive","activity","S/A=S/A(UP)implicit"
"642","complementive","historic","after","yn","NP","S/A","implizit","S/A","reflexive","accomplishment","S/A=S/A(UP)implicit"
"643","complementive","narrative","after","yn","NP","S/A","implizit","S/A","reflexive","activity","S/A=S/A(UP)implicit"
"644","complementive","narrative","after","yn","NP","S/A","implizit","S/A","intransitive","state","S/A=S/A(UP)implicit"
"645","complementive","narrative","after","yn","NP","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"646","complementive","historic","after","yn","NP","S/A","implizit","S/A","intransitive","activity","S/A=S/A(UP)implicit"
"647","complementive","narrative","after","yn","NP","S/A","implizit","S/A","intransitive","activity","S/A=S/A(UP)implicit"
"648","complementive","narrative","after","yn","NP","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"649","complementive","historic","after","yn","NP","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"650","complementive","narrative","after","yn","NP","S/A","implizit","S/A","intransitive","activity","S/A=S/A(UP)implicit"
"651","complementive","historic","after","yn","Pro","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"652","complementive","historic","after","yn","NP","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"653","complementive","historic","after","yn","Pro","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"654","complementive","narrative","after","yn","NP","S/A","implizit","S/A","intransitive","achievement","S/A=S/A(UP)implicit"
"655","complementive","historic","after","yn","NP","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"656","complementive","historic","after","yn","NP","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"657","complementive","narrative","after","yn","NP","S/A","implizit","S/A","intransitive","achievement","S/A=S/A(UP)implicit"
"658","complementive","narrative","after","yn","Pro","S/A","implizit","S/A","intransitive","achievement","S/A=S/A(UP)implicit"
"659","complementive","narrative","after","yn","Pro","S/A","implizit","S/A","intransitive","achievement","S/A=S/A(UP)implicit"
"660","complementive","narrative","after","yn","NP","S/A","implizit","S/A","intransitive","achievement","S/A=S/A(UP)implicit"
"661","complementive","narrative","after","yn","NP","S/A","implizit","S/A","intransitive","achievement","S/A=S/A(UP)implicit"
"662","complementive","narrative","after","yn","NP","S/A","implizit","S/A","intransitive","achievement","S/A=S/A(UP)implicit"
"663","complementive","narrative","after","yn","NP","S/A","implizit","S/A","intransitive","achievement","S/A=S/A(UP)implicit"
"664","complementive","narrative","after","yn","NP","S/A","implizit","S/A","intransitive","achievement","S/A=S/A(UP)implicit"
"665","complementive","narrative","after","yn","NP","S/A","implizit","S/A","intransitive","achievement","S/A=S/A(UP)implicit"
"666","complementive","narrative","after","yn","NP","S/A","implizit","S/A","intransitive","achievement","S/A=S/A(UP)implicit"
"667","complementive","narrative","after","yn","NP","S/A","implizit","S/A","intransitive","achievement","S/A=S/A(UP)implicit"
"668","complementive","narrative","after","yn","NP","S/A","implizit","S/A","intransitive","achievement","S/A=S/A(UP)implicit"
"669","complementive","historic","after","yn","NP","S/A","implizit","S/A","intransitive","achievement","S/A=S/A(UP)implicit"
"670","complementive","historic","after","yn","NP","S/A","implizit","S/A","intransitive","achievement","S/A=S/A(UP)implicit"
"671","complementive","historic","after","yn","NP","S/A","implizit","S/A","intransitive","achievement","S/A=S/A(UP)implicit"
"672","complementive","historic","after","yn","NP","S/A","implizit","S/A","intransitive","achievement","S/A=S/A(UP)implicit"
"673","complementive","narrative","after","yn","NP","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"674","complementive","narrative","after","yn","NP","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"675","complementive","narrative","after","yn","NP","S/A","implizit","S/A","intransitive","achievement","S/A=S/A(UP)implicit"
"676","complementive","narrative","after","yn","NP","S/A","implizit","S/A","intransitive","achievement","S/A=S/A(UP)implicit"
"677","complementive","historic","after","yn","NP","S/A","implizit","S/A","either","activity","S/A=S/A(UP)implicit"
"678","complementive","narrative","after","yn","Pro","S/A","implizit","S/A","either","activity","S/A=S/A(UP)implicit"
"679","complementive","narrative","after","yn","NP","S/A","implizit","S/A","either","achievement","S/A=S/A(UP)implicit"
"680","complementive","historic","after","yn","NP","S/A","implizit","S/A","intransitive","activity","S/A=S/A(UP)implicit"
"681","complementive","narrative","after","yn","NP","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"682","complementive","historic","after","yn","NP","S/A","implizit","S/A","transitive","state","S/A=S/A(UP)implicit"
"683","complementive","narrative","after","yn","NP","S/A","implizit","S/A","intransitive","accomplishment","S/A=S/A(UP)implicit"
"684","complementive","narrative","after","ar","implizit","S/A","implizit","S/A","either","activity","S/Aimplicit=S/A(UP)implicit"
"685","complementive","narrative","after","ar","implizit","S/A","implizit","S/A","either","activity","S/Aimplicit=S/A(UP)implicit"
"686","complementive","narrative","after","yn","implizit","S/A","implizit","S/A","transitive","achievement","S/Aimplicit=S/A(UP)implicit"
"687","complementive","narrative","after","yn","Pro","P","implizit","S/A","intransitive","activity","P=S/A(UP)implicit"
"688","complementive","narrative","after","yn","implizit","P","implizit","S/A","intransitive","achievement","P=S/A(UP)implicit"
"689","complementive","narrative","after","yn","implizit","P","implizit","S/A","either","achievement",NA
"690","complementive","narrative","after","y","Verb","S/A","implizit","S/A","either","activity","S/A=S/A(UP)implicit"
"691","complementive","narrative","after","y","NP","S/A","implizit","S/A","either","activity","S/A=S/A(UP)implicit"
"692","adverbial","narrative","before","o",NA,NA,NA,NA,"transitive","state",NA
"693","adnominal","narrative",NA,"wrth","NP","S/A","implizit","S/A","reflexive","activity","S/A=S/A(UP)implicit"
"694","adnominal","historic","after","y","PP","G","implizit","S/A","intransitive","activity","G=S/A(UP)implicit"
"695","adnominal","narrative","after","y","PP","G","implizit","S/A","intransitive","achievement","G=S/A(UP)implicit"
"696","adnominal","narrative","after","am","Posspro","Poss","PP","S/A","either","achievement",NA
"697","adnominal","narrative","after","o",NA,NA,NA,NA,"transitive","achievement",NA
"698","adnominal","narrative","after","o","PP",NA,"implizit","S/A","transitive","achievement",NA
"699","adnominal","historic","after","yn","Pro","P","implizit","S/A","transitive","achievement","P=S/A(UP)implicit"
"700","adnominal","narrative","after","y","NP",NA,"implizit","S/A","either","activity",NA
"701","adnominal","historic","after","y","Verb","S/A","implizit","S/A","intransitive","activity","S/A=S/A(UP)implicit"
"702","adnominal","narrative","after","yn","Pro","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"703","adnominal","historic","after","y","Posspro","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"704","adnominal","narrative","after","am","Verb","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"705","adnominal","narrative","after","o","Verb","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"706","adnominal","historic","after","y","implizit","S/A","implizit","S/A","transitive","achievement","S/Aimplicit=S/A(UP)implicit"
"707","adnominal","historic","after","y","implizit","S/A","implizit","S/A","reflexive","activity","S/Aimplicit=S/A(UP)implicit"
"708",NA,"narrative","after","y","PP","P","implizit","S/A","transitive","activity","P=S/A(UP)implicit"
"709",NA,"historic","after","am","NP","S/A","Posspro","P","transitive","activity",NA
"710",NA,"historic","after","am","PP","P","PP","Poss","intransitive","state",NA
"711",NA,"historic","after","am","PP","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"712",NA,"narrative","after","am","PP","G","Posspro","S/A","reflexive","accomplishment","G=S/A(UP)"
"713",NA,"narrative","after","am",NA,NA,NA,NA,"intransitive","achievement",NA
"714",NA,"narrative","after","am","PP","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"715",NA,"narrative","after","o","NP","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"716","complementive","historic","after","y","NP","P","implizit","P","transitive","achievement",NA
"717","complementive","historic","after","y","NP","P","implizit","S/A","reflexive","activity","P=S/A(UP)implicit"
"718","complementive","narrative","after","ar","NP","S/A","implizit","S/A","either","achievement","S/A=S/A(UP)implicit"
"719","complementive","narrative","after","o","Verb","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"720","complementive","narrative","after","ar","Verb","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"721","complementive","narrative","after","ar","Verb","S/A","implizit","S/A","transitive","achievement","S/A=S/A(UP)implicit"
"722","complementive","narrative","after","ar","NP","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"723","complementive","narrative","after","ar","implizit","S/A","implizit","S/A","either","achievement","S/Aimplicit=S/A(UP)implicit"
"724","complementive","narrative","after","ar","implizit","S/A","implizit","S/A","either","achievement","S/Aimplicit=S/A(UP)implicit"
"725","adverbial","narrative","after","o","NP","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"726","adverbial","narrative","after","o","Verb","S/A","implizit","S/A","intransitive","activity","S/A=S/A(UP)implicit"
"727","adverbial","narrative","after","o","Verb","S/A","implizit","S/A","either","activity","S/A=S/A(UP)implicit"
"728","adverbial","historic","before","gwedy","PP","G","PP","S/A","either","accomplishment","G=S/A(UP)"
"729","adverbial","historic","before","gwedy","Posspro","Poss","NP","Poss","reflexive","accomplishment",NA
"730","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","achievement",NA
"731","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","activity",NA
"732","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","achievement",NA
"733","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","achievement",NA
"734","adverbial","historic","before","gwedy","Posspro","Poss","NP","S/A","intransitive","achievement",NA
"735","adverbial","historic","before","gwedy",NA,NA,NA,NA,"intransitive","state",NA
"736","adverbial","historic","before","gwedy","PP","S/A","PP","S/A","transitive","activity","P=S/A(UP)"
"737","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","accomplishment","S/A=S/A(UP)"
"738","adverbial","historic","before","gwedy","NP","S/A","NP","S/A","either","achievement","S/A=S/A(UP)"
"739","adverbial","historic","before","gwedy","Pro","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"740","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"741","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"742","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"743","adverbial","historic","before","gwedy","Verb","S/A","Posspro","S/A","intransitive","state","S/A=S/A(UP)"
"744","adverbial","historic","before","gwedy","Verb","S/A","Posspro","S/A","intransitive","state","S/A=S/A(UP)"
"745","adverbial","historic","before","gwedy","Verb","S/A","PP","S/A","transitive","state","S/A=S/A(UP)"
"746","adverbial","historic","before","gwedy","NP","S/A","implizit","S/A","transitive","state","S/A=S/A(UP)implicit"
"747","adverbial","historic","before","gwedy","Verb","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"748",NA,"historic","before","gwedy","Verb","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"749","adverbial","historic",NA,"gwedy","Posspro","Poss","NP","S/A","intransitive","achievement",NA
"750","adverbial","historic",NA,"gwedy","NP","S/A","Pro","P","either","achievement",NA
"751","adverbial","historic",NA,"gwedy","NP","S/A","implizit","S/A","transitive","activity",NA
"752","adverbial","historic",NA,"gwedy","Pro","S/A","PP","S/A","transitive","accomplishment","S/A=S/A(UP)"
"753","adverbial","historic",NA,"gwedy","Verb","S/A","PP","S/A","transitive","achievement","S/A=S/A(UP)"
"754","adverbial","narrative",NA,"gwedy","Verb","S/A","PP","S/A","intransitive","state","S/A=S/A(UP)"
"755","adverbial","narrative",NA,"gwedy","Verb","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"756","adverbial","narrative",NA,"cyn","PP","G","PP","G","transitive","activity",NA
"757","adverbial","narrative",NA,"gwedy",NA,NA,NA,NA,"transitive","achievement",NA
"758",NA,"narrative","after","yn","implizit","S/A","implizit","S/A","transitive","state","S/Aimplicit=S/A(UP)implicit"
"759","adverbial","narrative","after",NA,"PP","G","Posspro","S/A","intransitive","achievement","G=S/A(UP)"
"760","adverbial","historic","after","gwedy",NA,NA,NA,NA,"either","achievement",NA
"761","adverbial","historic","after","gwedy",NA,NA,NA,NA,"intransitive","achievement",NA
"762","adverbial","historic","after","gwedy",NA,NA,NA,NA,"either","activity",NA
"763","adverbial","historic","after","gwedy","Verb","S/A","Posspro","P","transitive","activity",NA
"764","adverbial","historic","after","gwedy","PP","S/A","Posspro","Poss","intransitive","achievement",NA
"765","adverbial","historic","after","cyn","PP","G","Posspro","P","transitive","activity",NA
"766","adverbial","narrative","after",NA,NA,NA,NA,NA,"intransitive","achievement",NA
"767","adverbial","historic","after","cyn","NP","P","Posspro","S/A","intransitive","achievement","P=S/A(UP)"
"768","adverbial","narrative","after","gwedy","NP","P","Pro","S/A","transitive","achievement","P=S/A(UP)"
"769","adverbial","historic","after","cyn","NP","S/A","Posspro","S/A","either","achievement","S/A=S/A(UP)"
"770","adverbial","historic","after","gwedy","Posspro","S/A","PP","S/A","transitive","achievement","S/A=S/A(UP)"
"771","adverbial","historic","after","gwedy","NP","S/A","Posspro","S/A","intransitive","achievement","S/A=S/A(UP)"
"772","adverbial","historic","after","gwedy","Verb","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"773","adverbial","historic","after","gwedy","NP","S/A","PP","S/A","transitive","achievement","S/A=S/A(UP)"
"774","adverbial","narrative","after","gwedy","Pro","S/A","PP","S/A","transitive","activity","S/A=S/A(UP)"
"775","adverbial","historic","after","gwedy","Verb","S/A","PP","S/A","either","state","S/A=S/A(UP)"
"776","adverbial","historic","after","gwedy","NP","S/A","implizit","S/A","reflexive","accomplishment","S/A=S/A(UP)implicit"
"777","adverbial","historic","after","gwedy","Verb","S/A","implizit","S/A","transitive","accomplishment","S/A=S/A(UP)implicit"
"778","adverbial","historic","after","gwedy","NP","S/A","implizit","S/A","transitive","accomplishment","S/A=S/A(UP)implicit"
"779","adverbial","historic","after","gwedy","Pro","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"780","adverbial","historic","after","gwedy","Verb","S/A","implizit","S/A","transitive","activity","S/A=S/A(UP)implicit"
"781","adverbial","narrative","before","gwedy","PP","G","PP","S/A","intransitive","achievement","G=S/A(UP)"
"782","adverbial","narrative","before","gwedy","Posspro","G","Posspro","S/A","intransitive","achievement","G=S/A(UP)"
"783","adverbial","historic","before","gwedy","Posspro","G","Posspro","S/A","intransitive","achievement","G=S/A(UP)"
"784","adverbial","historic","before","gwedy","PP","G","NP","S/A","intransitive","state","G=S/A(UP)"
"785","adverbial","historic","before","gwedy",NA,NA,NA,NA,"either","achievement",NA
"786","adverbial","historic","before","gwedy",NA,NA,NA,NA,"transitive","activity",NA
"787","adverbial","historic","before","gwedy","Verb","S/A","PP","G","transitive","achievement",NA
"788","adverbial","historic","before","gwedy",NA,NA,NA,NA,"transitive","achievement",NA
"789","adverbial","historic","before","gwedy","Verb","S/A","NP","P","transitive","achievement",NA
